locus,comparison,Kgt,Kle,K_in_rope,K_outside_rope
SnrC,dR_B_vs_wt_B,0.016053647632595,62.29113924050633,0.07936964812549471,12.599274705349048
SnrC,dR_Bstar_vs_wt_Bstar,0.04340567612687813,23.03846153846154,0.19265325594338872,5.190672719768881
SnrC,dR_B_vs_dR_Bstar,0.633097441480675,1.579535683576956,1.09351011863224,0.9144862795149968
SnrC,wt_B_vs_wt_Bstar,1.6371308016877637,0.6108247422680413,1.1748586341887777,0.8511662347278786
cdgC,wt_B_vs_wt_Bstar,0.00026673779674579886,3749.0,0.0006003602161296778,1665.6666666666667
cdgC,dR_B_vs_dR_Bstar,0.7692852087756546,1.2999080036798527,1.1379703534777652,0.8787575150300602
cdgC,dR_B_vs_wt_B,inf,0.0,0.0,inf
